6;46;EDUC. UNIVERSITARIA;DEPENDIENTE;994950;301500;0;0.0;0;0;=6;0;DEUDA DE 2 MESES;8;SI
8;51;EDUC. UNIVERSITARIA;DEPENDIENTE;1085400;301500;0;0.0;8;5;=10;7;DEUDA DE 2 MESES;13;SI
16;30;EDUC. TECNICA;DEPENDIENTE;1959753;301500;191103;63.4;2;8;=3;1;DEUDA DE 1 MES;6;SI
33;38;EDUC. UNIVERSITARIA;DEPENDIENTE;712927;301500;0;0.0;9;4;=6;7;DEUDA DE 1 MES;23;NO
37;36;EDUC. UNIVERSITARIA;DEPENDIENTE;3608087;301500;0;0.0;2;5;=2;2;DEUDA DE 1 MES;11;SI
49;23;EDUC. UNIVERSITARIA;ESTUDIANTE;904500;301500;0;0.0;4;6;=10;3;DEUDA DE 2 MESES;1;NO
51;39;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;138805;46.0;9;8;=5;2;DEUDA DE 2 MESES;6;NO
57;44;EDUC. UNIVERSITARIA;DEPENDIENTE;2715508;301500;0;0.0;4;4;=10;6;DEUDA DE 2 MESES;22;NO
62;46;EDUC. TECNICA;DEPENDIENTE;917217;2409534;2409534;100.0;10;7;=8;5;DEUDA DE 1 MES;3;SI
65;34;EDUC. TECNICA;DEPENDIENTE;1809000;301500;150804;50.0;10;9;=2;9;DEUDA DE 2 MESES;16;NO
66;37;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;2713500;301500;0;0.0;7;2;=6;9;DEUDA DE 2 MESES;3;SI
71;42;EDUC. UNIVERSITARIA;DEPENDIENTE;1311525;301500;301500;100.0;8;1;=8;8;DEUDA DE 2 MESES;19;NO
74;51;EDUC. TECNICA;DEPENDIENTE;1022085;301500;11433;3.8;4;6;=9;0;DEUDA DE 2 MESES;16;SI
75;47;EDUC. UNIVERSITARIA;DEPENDIENTE;4522500;301500;0;0.0;5;5;=5;2;DEUDA DE 1 MES;8;SI
79;44;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;2;1;=6;0;DEUDA DE 1 MES;10;NO
83;72;EDUC. TECNICA;DEPENDIENTE;1049220;2194160;2194160;100.0;10;10;=2;2;DEUDA DE 1 MES;2;NO
86;47;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;68609;22.8;3;0;=8;10;DEUDA DE 1 MES;3;NO
89;45;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;3;8;=9;5;DEUDA DE 1 MES;22;SI
95;39;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;301500;100.0;10;7;=0;5;DEUDA DE 1 MES;10;NO
98;56;EDUC. MEDIA;EMPRESARIO;904500;301500;0;0.0;5;0;=2;7;DEUDA DE 2 MESES;13;NO
99;39;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1356750;301500;0;0.0;1;2;=5;4;DEUDA DE 1 MES;3;NO
100;23;EDUC. TECNICA;ESTUDIANTE;904500;548248;548248;100.0;0;1;=2;5;DEUDA DE 1 MES;3;SI
103;36;EDUC. TECNICA;DEPENDIENTE;1357754;301500;225323;74.7;6;9;=8;0;DEUDA DE 1 MES;18;NO
108;66;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1049220;301500;0;0.0;6;4;=3;9;DEUDA DE 1 MES;19;SI
111;60;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;301500;100.0;10;0;=10;3;DEUDA DE 2 MESES;1;SI
115;71;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;5;3;=4;4;DEUDA DE 1 MES;8;SI
116;47;EDUC. UNIVERSITARIA;DEPENDIENTE;906508;301500;0;0.0;3;9;=9;8;DEUDA DE 2 MESES;15;SI
135;53;EDUC. UNIVERSITARIA;EMPRESARIO;904500;558239;558239;100.0;2;9;=0;0;DEUDA DE 1 MES;2;NO
143;29;EDUC. UNIVERSITARIA;DEPENDIENTE;2261250;301500;77160;25.6;5;3;=2;7;DEUDA DE 1 MES;19;SI
150;34;EDUC. UNIVERSITARIA;DEPENDIENTE;624105;301500;0;0.0;10;9;=6;4;DEUDA DE 2 MESES;7;NO
156;33;EDUC. UNIVERSITARIA;DEPENDIENTE;2623050;1115297;1115297;100.0;8;8;=0;4;DEUDA DE 1 MES;12;SI
162;48;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;3076304;301500;0;0.0;9;10;=8;2;DEUDA DE 1 MES;1;SI
168;45;EDUC. UNIVERSITARIA;DEPENDIENTE;1447200;301500;133384;44.2;0;4;=9;0;DEUDA DE 2 MESES;11;SI
